age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,claim_month,claim_weekday,claim_year,zip_region,claim_to_price,injury_share,claim_to_income,premium_to_income,claim_to_deductible,fraud_reported
81.0,M,1.0,7,70310.4,0,0,Own,Local,0,0.0,97,Broker,0,4.0,Compact,30491.57039,white,28139.20629,4251.166707,1000,1200.09,13.37684231,5,1.0,5.0,2024.0,5,0.9228519859477512,0.15107628349701133,0.400213998065717,0.017068456444323053,28.139206261860792,0
44.0,M,1.0,63,60560.0,0,1,Own,Local,1,1.0,99,Broker,0,5.0,Large,31009.561,black,12132.23412,1773.038211,1000,988.93,10.35558906,2,1.0,3.0,2023.0,8,0.391241724434885,0.14614276260388037,0.20033411690554268,0.016329755613997195,12.132234107867765,0
64.0,M,0.0,85,66545.6,1,0,Rent,Local,1,0.0,11,Broker,1,11.0,Medium,12206.10597,blue,21495.78296,3204.905888,2000,1188.51,10.46103549,2,4.0,0.0,2024.0,2,1.761068027024423,0.14909463376210536,0.32302335480748506,0.017860083912116503,10.747891474626053,0
51.0,M,0.0,60,82908.8,1,1,Rent,Highway,0,1.0,59,Broker,1,6.0,Compact,16178.15835,gray,31542.64536,4972.569504,1000,1503.21,7.279874995,2,10.0,2.0,2023.0,5,1.9497055644810333,0.15764592497204408,0.3804499083284229,0.01813088598534618,31.542645328457354,0
39.0,F,1.0,58,58622.4,1,1,Own,Local,0,0.0,13,Broker,1,7.0,Medium,24350.56054,black,40317.82409,6400.311372,1000,1722.5,10.8708199,2,10.0,5.0,2024.0,2,1.6557246812497517,0.15874644816034897,0.6877545799781696,0.029382966237660298,40.31782404968218,0
23.0,M,1.0,70,50180.8,1,0,Rent,Parking Lot,0,0.0,100,Broker,1,6.0,Large,12893.96609,white,24676.44786,7079.549883,500,1672.88,9.358414473,1,3.0,1.0,2023.0,8,1.9137981041554144,0.2868950151528456,0.49175078634673514,0.03333705321490815,49.35289562129421,1
38.0,M,0.0,73,58201.6,1,1,Rent,Local,0,1.0,32,Broker,0,1.0,Compact,34950.88843,silver,54692.89467,4790.664675,1000,1248.05,9.628067186,0,5.0,4.0,2024.0,1,1.5648499115544559,0.08759208492835853,0.9397146241522619,0.02144356856132059,54.692894615307104,1
51.0,M,0.0,90,62892.8,0,1,Rent,Local,3,0.0,70,Broker,1,3.0,Large,7739.781988,gray,21308.90473,8438.634369,500,1564.43,11.50214734,2,7.0,1.0,2024.0,8,2.753166014273377,0.39601445853402084,0.33881310308431467,0.024874548437581495,42.61780937476438,0
68.0,M,0.0,69,67521.6,1,0,Rent,Parking Lot,0,0.0,69,Broker,1,6.0,Medium,26047.23711,white,9407.174452,4930.325031,1000,1280.88,11.01594393,4,12.0,2.0,2023.0,8,0.36115824537978575,0.5241026469353604,0.1393209647262606,0.01896992962223985,9.407174442592824,0
38.0,F,0.0,91,58208.0,0,1,Own,Local,0,0.0,50,Broker,0,7.0,Compact,32269.26572,white,24192.73373,6192.160164,1000,1235.14,7.797797053,7,9.0,0.0,2023.0,5,0.7497144167819102,0.2559512386177967,0.4156255794664715,0.02121942001063051,24.192733705807267,0
31.0,M,1.0,69,54931.2,1,0,Own,Local,0,1.0,36,Broker,1,9.0,Compact,32347.58043,white,12725.18651,3608.434238,1000,1347.04,8.153274176,3,2.0,4.0,2024.0,2,0.39338912958710615,0.2835663143232337,0.2316568090587561,0.02452231154563304,12.725186497274812,0
32.0,M,1.0,81,55465.6,1,1,Rent,Local,0,1.0,50,Broker,0,7.0,Large,8262.653302,black,30976.68587,5731.641256,1000,1310.8,10.53755613,3,1.0,0.0,2024.0,2,3.748999835047296,0.18503080929538343,0.5584846439854886,0.02363266601238186,30.976685839023315,0
45.0,M,1.0,28,60897.6,0,1,Own,Highway,0,1.0,1,Broker,1,4.0,Medium,47501.91173,blue,21404.37545,3508.76033,500,1383.49,8.758292189,7,6.0,5.0,2024.0,1,0.45060029523046313,0.16392724646567872,0.35148142865479953,0.022718300885047716,42.8087508143825,0
63.0,F,0.0,67,66294.4,1,1,Own,Highway,4,0.0,1,Broker,1,1.0,Large,30757.23874,red,58658.21422,6153.040829,2000,1356.92,8.906477452,6,8.0,5.0,2024.0,8,1.9071352507924404,0.10489649081061136,0.8848140147450644,0.020468093835671372,29.329107095335445,0
39.0,M,1.0,86,58617.6,1,0,Rent,Parking Lot,3,0.0,98,Broker,1,8.0,Large,10562.09776,black,62833.88443,7259.357016,1000,766.19,7.388771295,2,3.0,4.0,2023.0,8,5.9489966720447205,0.11553252010022942,1.0719286430854909,0.013070988917781162,62.833884367166114,0
48.0,M,0.0,81,61958.4,0,1,Rent,Parking Lot,0,0.0,13,Broker,0,7.0,Compact,10849.73077,white,10316.91295,6127.764412,500,951.56,10.90066523,2,3.0,4.0,2023.0,1,0.9508911481541867,0.5939532921430772,0.1665135469901335,0.015358046689143715,20.633825858732347,0
41.0,M,1.0,70,59422.4,1,1,Own,Local,0,0.0,15,Broker,1,5.0,Compact,21985.35968,white,9743.728337,4363.717386,1000,1200.09,11.69872283,3,2.0,2.0,2023.0,8,0.4431916729304475,0.44784883513036217,0.16397399527511555,0.02019591938359615,9.743728327256273,0
39.0,F,1.0,68,58604.8,0,1,Own,Parking Lot,0,0.0,98,Broker,1,2.0,Compact,9666.16582,white,52396.77456,6162.233666,1000,988.93,8.491464556,3,1.0,6.0,2024.0,5,5.420636840945416,0.11760711833179667,0.8940696761887409,0.016874556350045138,52.396774507603226,1
52.0,M,1.0,82,63233.6,0,1,Rent,Highway,0,0.0,89,Broker,0,3.0,Medium,12475.25106,other,25475.59331,5424.897639,1000,1361.45,8.240420962,6,5.0,2.0,2024.0,2,2.042090630916562,0.212944898781125,0.4028806411401078,0.02153048379308579,25.475593284524408,1
52.0,M,0.0,90,63236.8,1,1,Own,Local,0,0.0,56,Broker,0,1.0,Medium,26499.29793,other,14563.1504,5760.785877,2000,1188.51,8.707540451,2,10.0,2.0,2023.0,1,0.5495674050656041,0.3955727791291936,0.23029549881982808,0.018794594286573724,7.281575196359213,0
60.0,M,0.0,89,65499.2,1,1,Rent,Parking Lot,0,0.0,49,Broker,0,4.0,Medium,15387.69628,black,22417.71794,5165.094721,1000,840.95,8.428204065,4,8.0,0.0,2024.0,8,1.456859917860501,0.23040234222741757,0.3422594159876417,0.01283908811080381,22.41771791758228,0
71.0,F,1.0,99,68193.6,1,1,Own,Local,0,1.0,84,Broker,0,7.0,Large,6958.211699,silver,17134.53009,6760.2245,1000,1503.21,9.014972976,3,6.0,1.0,2024.0,5,2.462490483007293,0.3945380739417443,0.251263023065929,0.0220432709224613,17.13453007286547,0
48.0,F,0.0,59,61944.0,0,0,Rent,Local,0,0.0,17,Broker,0,8.0,Compact,24289.61574,silver,21040.79237,5415.632394,500,944.03,6.964918607,4,3.0,2.0,2023.0,8,0.8662464072860525,0.25738728363976593,0.3396744215688416,0.015240055533784708,42.08158465583683,0
41.0,F,1.0,69,59417.6,1,1,Own,Parking Lot,0,0.0,0,Broker,1,7.0,Medium,13446.61067,red,20723.32162,2731.315493,500,1672.88,11.0161741,5,12.0,5.0,2024.0,1,1.5411557698099727,0.13179911709869033,0.34877412786196726,0.028154620852606727,41.44664315710671,0
58.0,M,1.0,98,64956.8,0,1,Own,Parking Lot,5,0.0,4,Broker,1,4.0,Large,25730.18046,silver,17814.69438,4220.944247,1000,1280.88,10.44601498,5,5.0,2.0,2023.0,2,0.6923656989892575,0.236936102114768,0.2742544949832157,0.019718951672192613,17.814694362185307,0
63.0,F,1.0,87,66276.8,1,0,Own,Local,3,0.0,29,Broker,1,4.0,Large,18303.61614,silver,27646.79596,5170.799406,500,722.66,11.26119214,4,7.0,2.0,2023.0,1,1.5104554065724385,0.18703069293433486,0.41714138219682995,0.010903664630596171,55.29359180941282,0
54.0,F,1.0,74,63828.8,1,1,Own,Local,2,1.0,57,Broker,1,4.0,Compact,21236.27411,white,15272.50736,1852.828762,1000,1235.14,10.83485176,5,2.0,3.0,2023.0,8,0.7191707584942654,0.12131791579497934,0.23927298272505085,0.01935082595913834,15.272507344727492,0
44.0,F,1.0,92,60539.2,1,0,Own,Highway,0,0.0,2,Broker,0,5.0,Compact,42707.70461,white,16009.99081,6231.221482,1000,1310.8,9.824131571,5,9.0,5.0,2023.0,8,0.3748735961303898,0.3892083109578494,0.26445659687831263,0.021652086581559517,16.00999079399001,0
41.0,M,1.0,81,59422.4,0,1,Rent,Parking Lot,0,0.0,29,Broker,0,2.0,Compact,18837.85921,red,15109.84786,6295.17202,500,1383.49,9.209962442,5,8.0,6.0,2023.0,2,0.8021000523868922,0.4166270949854139,0.2542786535001232,0.023282297584357375,30.219695659560607,0
64.0,M,1.0,74,66515.2,0,1,Rent,Parking Lot,0,0.0,59,Broker,0,7.0,Medium,10371.5989,gray,44424.92691,11515.26174,1000,766.19,8.648400732,6,11.0,1.0,2024.0,8,4.283324811733384,0.25920721857504553,0.6678913527935286,0.011519021216030037,44.424926865575074,0
52.0,M,1.0,86,63222.4,1,0,Rent,Local,0,1.0,20,Broker,1,8.0,Compact,14242.95462,red,35029.99831,3236.00956,1000,1060.74,8.456431015,6,9.0,1.0,2023.0,0,2.4594614840906193,0.09237823911010122,0.5540757438731514,0.016777914156742263,35.029998274970005,0
40.0,F,1.0,81,59040.0,1,1,Rent,Local,0,0.0,93,Broker,1,10.0,Medium,54989.39119,black,16251.32372,1700.028914,500,951.56,8.835357609,2,5.0,3.0,2023.0,8,0.2955356181986576,0.10460864254418971,0.27525954809831876,0.01611720867181373,32.50264737499471,1
54.0,M,1.0,13,63790.4,0,0,Rent,Highway,0,1.0,11,Broker,1,0.0,Medium,19890.77952,gray,22186.81167,6229.531415,1000,1200.09,11.10408922,5,1.0,2.0,2024.0,8,1.1154319842807532,0.28077632367261285,0.3478080035499415,0.018813018886559528,22.186811647813187,0
43.0,M,0.0,73,60196.8,1,1,Own,Highway,1,0.0,50,Broker,0,2.0,Medium,21692.93473,silver,8863.204648,3596.648627,1000,988.93,9.16244651,3,11.0,1.0,2023.0,5,0.40857563800872715,0.40579550731752484,0.14723713964617327,0.016428281901755104,8.863204639136796,1
34.0,F,1.0,80,56404.8,0,1,Rent,Highway,1,1.0,36,Broker,0,3.0,Large,25571.07093,other,37512.277,3652.623732,1000,1331.94,12.29075085,1,10.0,3.0,2023.0,1,1.4669810701797235,0.09737142141231865,0.6650546939149673,0.02361394774870908,37.512276962487725,0
51.0,F,1.0,79,62918.4,1,1,Own,Local,0,0.0,24,Broker,1,8.0,Medium,40751.66799,other,25271.26036,5540.817772,500,944.03,9.080887617,5,9.0,1.0,2024.0,5,0.6201282451943109,0.2192537171810748,0.4016513509497754,0.015004036974636925,50.542520618914956,1
38.0,M,1.0,68,58209.6,1,1,Own,Highway,3,0.0,51,Broker,1,2.0,Large,18800.20403,red,16296.88548,3536.956672,500,1672.88,8.843881652,4,9.0,5.0,2023.0,5,0.8668462030054443,0.21703267634319579,0.2799690339689679,0.028738902173718103,32.59377089481246,0
47.0,F,1.0,77,61608.0,1,1,Rent,Local,0,1.0,8,Broker,0,7.0,Compact,23214.47421,blue,10582.00022,2449.572135,1000,1248.05,8.70156299,10,11.0,4.0,2024.0,5,0.45583630815061926,0.23148479340784922,0.17176341091787165,0.020257921048885567,10.582000209418,0
53.0,F,0.0,68,63545.6,0,1,Own,Local,0,1.0,12,Broker,1,7.0,Medium,11683.82179,white,24238.37685,3286.571982,1000,1280.88,10.29365977,3,8.0,3.0,2023.0,8,2.0745246960776758,0.13559373229500746,0.38143281123505907,0.020156863732183554,24.238376825761623,0
46.0,F,1.0,73,61264.0,1,1,Rent,Local,2,0.0,0,Broker,1,3.0,Large,14828.67659,white,24143.8189,5407.447,500,1383.49,12.02001999,3,8.0,5.0,2024.0,8,1.6281843326904613,0.22396817264794974,0.3940947195678686,0.022582430138048733,48.28763770342472,0
39.0,M,1.0,77,58601.6,1,1,Rent,Parking Lot,0,0.0,5,Broker,0,6.0,Compact,30958.35749,other,16608.65469,7221.74537,1000,766.19,10.71924442,4,3.0,6.0,2024.0,8,0.5364837167097238,0.4348182019771513,0.2834164031309142,0.013074557691034468,16.608654673391346,1
41.0,M,0.0,74,59401.6,1,0,Own,Local,1,1.0,2,Broker,0,8.0,Compact,20864.80853,red,41367.41681,8314.664343,500,951.56,7.470459615,2,2.0,5.0,2023.0,5,1.982640614628126,0.2009954931676819,0.6964024000919773,0.016019097128427195,82.73483345453033,0
61.0,F,1.0,63,65763.2,1,1,Own,Local,0,0.0,40,Broker,1,6.0,Large,53590.38153,black,27759.32007,5493.205363,1000,1331.94,8.74814801,5,12.0,0.0,2023.0,8,0.5179907154410216,0.19788688443917327,0.4221102390026321,0.020253576467990406,27.75932004224068,0
47.0,M,1.0,89,61561.6,1,0,Own,Local,1,0.0,68,Broker,1,6.0,Compact,19023.38915,black,11681.43452,4431.924997,1000,840.95,7.656216882,3,5.0,3.0,2024.0,5,0.6140564348065153,0.3793990360544007,0.1897519642083742,0.01366030122651685,11.681434508318567,0
63.0,F,1.0,21,66288.0,1,0,Own,Parking Lot,0,1.0,6,Broker,1,5.0,Medium,30331.85851,other,10344.88146,6456.792718,1000,1722.5,10.84932079,3,9.0,4.0,2023.0,1,0.3410566304813923,0.6241533788803653,0.15605964065658856,0.025985095341147946,10.34488144965512,0
36.0,M,0.0,89,57336.0,0,0,Own,Parking Lot,0,0.0,29,Broker,0,0.0,Medium,6140.941367,silver,17774.4216,6884.194924,2000,1453.61,9.291841642,3,5.0,3.0,2024.0,2,2.894413174602386,0.38730908259837216,0.31000456257307796,0.025352483604971526,8.887210795556395,0
48.0,M,0.0,81,61918.4,0,1,Own,Local,0,0.0,83,Broker,0,5.0,Compact,20027.24492,white,9626.473081,7075.932981,1000,1248.05,11.40435844,7,12.0,4.0,2024.0,8,0.4806688647875851,0.7350493707016008,0.15547031384603816,0.020156367089263345,9.626473071373526,0
39.0,F,0.0,80,58636.8,0,0,Own,Local,0,0.0,75,Broker,1,3.0,Medium,23463.41046,blue,42615.15717,6602.386043,500,1564.43,8.909514531,6,1.0,5.0,2023.0,1,1.8162388302771804,0.15493046327406212,0.7267647137850843,0.026680003001073045,85.23031416953937,0
58.0,M,1.0,91,64964.8,1,0,Own,Parking Lot,0,0.0,46,Broker,1,5.0,Large,40592.83003,blue,8498.55419,4718.204039,1000,1235.14,10.92806909,6,11.0,5.0,2024.0,8,0.2093609680209488,0.5551772610918448,0.13081783042307807,0.019012449818686238,8.498554181501447,0
40.0,F,0.0,83,59019.2,1,0,Own,Local,0,0.0,99,Broker,1,5.0,Large,18615.12731,silver,48976.53854,5727.544449,1000,1347.04,10.68342373,9,5.0,0.0,2023.0,5,2.6310074447387164,0.11694465594389176,0.829840772819187,0.022823759047516337,48.97653849102346,1
47.0,M,1.0,59,61636.8,1,1,Own,Highway,2,1.0,69,Broker,1,6.0,Large,47622.30584,red,5809.223256,4168.548779,1000,1436.79,9.628179145,7,5.0,5.0,2024.0,2,0.12198534181431007,0.7175742082174205,0.0942492675788774,0.023310587181305475,5.809223250190777,0
45.0,F,0.0,62,60904.0,0,1,Rent,Local,0,0.0,9,Broker,0,3.0,Compact,22544.64221,red,20577.33815,4941.416161,500,1383.49,8.898866394,4,4.0,2.0,2024.0,8,0.9127374015259326,0.2401387450961368,0.3378651344683787,0.02271591356852233,41.15467621769065,0
35.0,F,0.0,56,56880.0,1,0,Rent,Parking Lot,0,0.0,54,Broker,0,5.0,Compact,34709.66173,blue,30248.33044,4977.297789,500,1093.83,10.50092359,4,6.0,4.0,2023.0,2,0.871467163074785,0.16454785161476343,0.5317920260103413,0.01923048523172942,60.49666075900668,0
54.0,M,0.0,68,63803.2,1,1,Rent,Highway,0,0.0,100,Broker,1,6.0,Medium,30104.79141,blue,12702.38597,3252.055923,1000,1361.45,11.15856009,7,5.0,6.0,2023.0,2,0.4219390128495848,0.2560192967230377,0.1990869732207932,0.021338271434327146,12.702385957297613,0
50.0,F,1.0,82,62588.8,0,0,Rent,Local,0,0.0,79,Broker,1,6.0,Large,37056.94931,other,16809.30367,2449.879668,2000,1101.83,10.21657328,0,1.0,3.0,2024.0,5,0.45360732554987515,0.14574545834558383,0.2685672783266564,0.017604267855948597,8.404651830797674,0
69.0,M,1.0,86,67763.2,1,0,Rent,Parking Lot,0,0.0,55,Broker,1,2.0,Large,12733.79794,black,46055.01204,2680.532332,1000,840.95,10.467819,4,6.0,0.0,2023.0,1,3.6167537959521954,0.05820283641688518,0.6796463573048551,0.012410128210999334,46.05501199394499,0
43.0,F,0.0,63,60174.4,0,1,Own,Parking Lot,0,0.0,1,Broker,0,8.0,Medium,21653.18803,red,25294.25912,2884.157233,1000,1722.5,8.702078367,2,7.0,6.0,2024.0,8,1.1681540419723517,0.11402418308451233,0.42034917040435216,0.02862512962275278,25.29425909470574,0
44.0,F,0.0,67,60548.8,1,1,Own,Highway,0,1.0,51,Broker,1,4.0,Large,14849.6783,blue,39851.03176,4459.731839,500,944.03,9.550313392,4,2.0,1.0,2023.0,5,2.6836292983745222,0.11191007213430526,0.658163857241462,0.015591225589679873,79.70206336059587,0
50.0,F,1.0,49,62609.6,0,1,Own,Local,0,0.0,50,Broker,0,5.0,Compact,17474.97372,other,15876.63052,6237.159742,2000,1453.61,9.355695307,8,3.0,0.0,2024.0,8,0.9085353015965202,0.3928516024700654,0.2535814079589459,0.023217046586734028,7.938315256030842,1
48.0,F,1.0,66,61926.4,0,0,Own,Local,0,0.0,66,Broker,0,9.0,Compact,13446.94297,white,19832.39262,2082.895803,500,1564.43,9.729687578,6,6.0,0.0,2024.0,1,1.4748625514937492,0.10502493787837158,0.3202574769351963,0.025262731241840915,39.66478516067043,0
48.0,M,1.0,67,61942.4,0,0,Rent,Local,1,1.0,98,Broker,1,2.0,Large,17219.63255,white,20996.97598,8365.289861,1000,1235.14,9.313503101,1,6.0,2.0,2024.0,1,1.2193626035754543,0.39840450684754247,0.33897582237144547,0.01994013793427539,20.996975959003024,0
64.0,M,1.0,68,66523.2,1,0,Rent,Parking Lot,0,0.0,12,Broker,1,4.0,Medium,10520.87967,gray,11710.89052,6103.225094,1000,1347.04,7.939363099,4,6.0,3.0,2023.0,1,1.1131094439070692,0.5211580693249314,0.17604220061307876,0.020249176226936633,11.71089050828911,0
36.0,F,1.0,47,57339.2,1,1,Rent,Parking Lot,0,0.0,51,Broker,0,4.0,Medium,32940.48937,black,49400.90502,3670.729292,1000,1310.8,9.907910905,2,4.0,1.0,2023.0,5,1.4997016123109372,0.07430489968634374,0.8615555330234542,0.02286045148828619,49.40090497059909,0
83.0,M,1.0,74,70715.2,1,1,Own,Local,1,0.0,15,Broker,0,4.0,Large,22711.77433,black,18145.66047,3829.689314,500,1383.49,9.324178308,5,1.0,0.0,2023.0,2,0.7989538908561815,0.21105262716231943,0.25660198188993877,0.019564252098282067,36.291320867417355,0
54.0,F,1.0,86,63808.0,1,1,Own,Parking Lot,0,0.0,98,Broker,0,7.0,Compact,26961.74178,red,9013.441065,5476.668527,2000,1356.92,9.337496923,2,8.0,3.0,2023.0,5,0.33430485085914563,0.6076112870653565,0.14125879301747027,0.02126567201571487,4.50672053024664,0
45.0,M,1.0,86,60891.2,0,1,Own,Highway,0,0.0,13,Broker,0,3.0,Compact,26334.11135,silver,13967.94431,5244.143955,1000,1060.74,8.934439614,1,11.0,0.0,2023.0,5,0.53041259391005,0.3754413561679326,0.22939183838995797,0.017420251201858066,13.967944296032057,0
43.0,M,0.0,91,60174.4,1,0,Own,Local,0,0.0,0,Broker,0,4.0,Compact,40444.02853,other,27477.14566,6731.012931,500,951.56,14.00780172,6,12.0,2.0,2024.0,1,0.6793869616361041,0.2449676911147922,0.4566251704968121,0.015813369140102545,54.95429121009141,1
55.0,M,1.0,54,64118.4,1,1,Own,Local,0,0.0,15,Broker,0,5.0,Medium,22814.27672,red,22739.66039,2895.425774,500,1533.71,10.4020114,4,2.0,1.0,2024.0,2,0.9967294018604009,0.1273293322861569,0.35465108907342274,0.02391996681102585,45.47932068904136,0
,M,1.0,42,73854.4,0,0,Own,Parking Lot,3,0.0,81,Broker,1,8.0,Large,17169.83767,silver,12952.06083,4168.072078,500,1093.83,11.867458,4,8.0,2.0,2023.0,8,0.7543496379046226,0.32180763605000706,0.17537290709591616,0.014810627396406843,25.90412160819176,1
46.0,M,1.0,79,61272.0,1,0,Own,Local,0,0.0,22,Broker,0,7.0,Medium,33616.2698,black,14185.02457,4589.180222,1000,988.93,10.47739766,4,1.0,1.0,2023.0,1,0.42196902434362393,0.323522895503626,0.23150908359068564,0.016139998694083103,14.185024555814975,1
31.0,F,1.0,84,54944.0,1,0,Own,Parking Lot,2,0.0,86,Broker,1,3.0,Medium,43732.57265,blue,10357.83896,10519.26665,1000,1331.94,11.05238081,3,8.0,4.0,2023.0,8,0.23684494947642085,1.0155850742232833,0.18851628858130975,0.02424177344160888,10.35783894964216,0
58.0,F,1.0,66,64953.6,1,0,Own,Parking Lot,0,1.0,50,Broker,0,3.0,Large,7755.754119,red,15861.82214,7531.349293,2000,1101.83,12.09845079,5,12.0,6.0,2024.0,1,2.045168257603298,0.474809843790443,0.24420235583179067,0.016963339983973737,7.930911066034544,0
42.0,M,1.0,62,59808.0,1,0,Own,Local,0,0.0,54,Broker,1,4.0,Large,18205.18398,blue,9901.452631,4708.120432,500,944.03,10.91520296,2,9.0,2.0,2023.0,2,0.5438809429958926,0.47549795034963505,0.16555398326034051,0.015784343231410775,19.80290522239419,0
65.0,F,0.0,56,66774.4,1,1,Own,Local,0,0.0,50,Broker,0,4.0,Medium,16352.38682,silver,11403.21402,5968.174593,2000,1453.61,11.13463268,7,10.0,0.0,2023.0,1,0.697342482465973,0.5233765306876722,0.1707722423537947,0.02176897134198482,5.701607007149196,1
33.0,M,0.0,71,55948.8,1,0,Own,Local,0,0.0,82,Broker,1,5.0,Large,19422.45891,silver,11642.75906,7823.709017,500,1672.88,9.730962865,1,2.0,0.0,2023.0,8,0.5994482528371353,0.6719806685004112,0.20809667159602893,0.029900194462975073,23.285518073428964,0
51.0,M,0.0,97,62892.8,0,1,Rent,Highway,0,0.0,25,Broker,1,4.0,Large,13659.55384,other,13922.69593,8052.417765,500,1564.43,11.12443279,7,8.0,5.0,2023.0,8,1.019264325325924,0.5783662736661975,0.22137185702939965,0.024874548437581495,27.845391804309216,1
38.0,M,1.0,62,58227.2,1,0,Own,Parking Lot,0,0.0,76,Broker,0,2.0,Compact,11803.93811,gray,8287.7571,2113.273888,500,722.66,11.02206289,3,4.0,4.0,2023.0,5,0.7021179730073901,0.2549874305250829,0.14233480400667842,0.012411038140037457,16.575514166848972,1
39.0,F,0.0,91,58625.6,1,0,Own,Highway,0,0.0,48,Broker,0,4.0,Compact,16227.06188,gray,22502.8496,9807.780195,1000,1235.14,9.748591623,2,4.0,6.0,2023.0,5,1.3867482459254203,0.4358461425509484,0.3838399879850468,0.021068270516275002,22.50284957749715,0
39.0,M,1.0,80,58590.4,1,1,Rent,Parking Lot,0,0.0,65,Broker,0,6.0,Large,8288.523628,red,16370.00107,2236.742547,1000,1347.04,11.95876898,2,12.0,3.0,2023.0,8,1.9750201366048368,0.13663667688833958,0.279397325666331,0.02299079712678202,16.37000105363,0
34.0,F,1.0,87,56430.4,0,0,Rent,Parking Lot,6,1.0,80,Broker,1,5.0,Medium,24522.40362,red,13381.55841,4800.722843,1000,1436.79,7.124286638,5,8.0,4.0,2024.0,8,0.5456870630145151,0.35875663323740203,0.23713385710118776,0.025461276191105126,13.381558396618441,0
34.0,M,0.0,86,56392.0,1,0,Own,Highway,1,0.0,75,Broker,1,6.0,Large,60286.12349,other,47146.64051,5326.801462,500,1383.49,9.726859989,7,6.0,5.0,2024.0,8,0.78204797024374,0.11298369097491008,0.8360519312874866,0.02453344445977207,94.29328083141344,0
27.0,F,1.0,82,52737.6,1,1,Rent,Local,0,0.0,1,Broker,1,2.0,Medium,17089.12474,silver,7466.074597,2791.167043,500,1533.71,7.409812095,4,12.0,3.0,2023.0,1,0.4368904031162868,0.37384665882493234,0.14157023825237458,0.02908190740517047,14.932149164135701,0
83.0,M,1.0,63,70713.6,1,0,Own,Parking Lot,1,0.0,0,Broker,1,5.0,Medium,14959.2195,gray,40692.86687,3824.47596,1000,1200.09,8.660678487,2,11.0,5.0,2023.0,2,2.720253343918093,0.09398394003853129,0.5754602632226975,0.016971134265304395,40.69286682930713,0
45.0,M,1.0,67,60902.4,1,1,Own,Parking Lot,0,0.0,51,Broker,0,6.0,Compact,21620.6734,white,12297.29182,4833.157819,500,1093.83,8.310248962,3,11.0,1.0,2023.0,2,0.5687746904049356,0.3930261954706523,0.20191801669224993,0.01796037594548063,24.594583590810835,1
52.0,M,1.0,80,63219.2,0,0,Own,Local,2,0.0,86,Broker,1,6.0,Large,25022.22444,silver,16330.10295,4110.412385,1000,1331.94,7.856303154,6,3.0,2.0,2023.0,8,0.6526239499012093,0.25170768349309713,0.2583092312104818,0.021068599412503344,16.3301029336699,0
37.0,F,0.0,71,57744.0,0,0,Rent,Parking Lot,0,0.0,93,Broker,1,9.0,Medium,24315.41232,silver,15304.692,5185.60768,2000,1188.51,12.86665569,5,10.0,1.0,2024.0,1,0.629423503001103,0.3388247002723855,0.26504384870696446,0.020582398170882126,7.6523459961738265,0
45.0,F,1.0,80,60907.2,1,0,Rent,Local,0,0.0,9,Broker,0,8.0,Large,14132.63489,blue,33344.22393,3990.241498,1000,1503.21,8.668190128,5,4.0,1.0,2023.0,2,2.3593777230624133,0.1196681472106564,0.5474594781807822,0.024680333359197594,33.34422389665578,0
39.0,M,0.0,90,58588.8,0,1,Own,Parking Lot,0,0.0,55,Broker,0,5.0,Compact,11553.15807,other,7809.664177,4812.015695,1000,1722.5,9.677838972,3,1.0,4.0,2023.0,8,0.6759765709951914,0.6161616665356183,0.1332961961478423,0.029399817029374217,7.809664169190335,0
50.0,F,1.0,64,62601.6,1,1,Own,Local,0,0.0,70,Broker,1,8.0,Large,10359.5298,blue,15831.03703,4694.930267,2000,1453.61,9.869854435,2,1.0,5.0,2024.0,1,1.5281617345675127,0.2965649222982984,0.25288550180422087,0.023220013545608736,7.91551851104224,1
62.0,F,0.0,38,66014.4,0,1,Own,Local,0,1.0,58,Broker,1,5.0,Large,26713.98533,gray,12590.42063,3245.007516,1000,1248.05,9.462869812,5,7.0,6.0,2024.0,8,0.4713044674539655,0.25773622749427266,0.19072233679029546,0.018905723599413074,12.59042061740958,0
49.0,M,1.0,86,62280.0,1,0,Rent,Highway,1,1.0,87,Broker,0,1.0,Large,9771.175,blue,42208.93155,5435.011271,1000,1280.88,10.41008328,3,1.0,3.0,2024.0,5,4.319739595870534,0.1287644835177363,0.6777285091413339,0.020566473988109082,42.20893150779107,0
34.0,F,1.0,74,56436.8,0,1,Rent,Highway,3,1.0,4,Broker,0,6.0,Large,25223.45803,blue,10298.4642,3275.18407,1000,1436.79,12.01516258,3,9.0,4.0,2023.0,5,0.4082891484325042,0.31802645579735794,0.1824778194337298,0.025458388852212414,10.298464189701535,0
67.0,M,1.0,92,67276.8,1,1,Own,Local,0,1.0,89,Broker,0,5.0,Compact,19372.03578,silver,38118.05776,3327.169338,2000,1356.92,9.133832232,3,6.0,4.0,2023.0,5,1.9676846662334795,0.0872859094464186,0.566585476114105,0.020169211377173573,19.059028870470485,0
